issue_month_start,loan_amount,interest_rate,installment,balance,loan_status,high_risk_flag,behavioral_risk_flag,risk_band,income_band,emp_length_bucket,term,term_bucket,loan_purpose,grade,sub_grade,homeownership,verified_income,debt_to_income,unemployment_rate,cpi_inflation_proxy,fed_funds_rate_avg
2018-03-01,4000.0,7.96,125.28,3701.79,Current,0,0,Low,Upper-Mid,3-5,36,36,medical,A,A5,MORTGAGE,Source Verified,34.41,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,21000.0,9.92,676.83,19477.8,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,B,B2,RENT,Not Verified,23.5,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,23000.0,12.61,518.75,22160.06,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C1,MORTGAGE,Not Verified,35.91,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,18000.0,12.61,405.98,17564.06,Current,0,0,Medium,Upper-Mid,6-10,60,60,debt_consolidation,C,C1,MORTGAGE,Source Verified,28.98,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,30000.0,18.06,1085.48,26733.24,Current,1,0,High,High,6-10,36,36,debt_consolidation,D,D2,MORTGAGE,Verified,26.13,4.0,0.5447745452775409,1.414516129032258
2018-02-01,6000.0,9.92,193.38,5565.08,Current,0,1,Low,Lower-Mid,6-10,36,36,credit_card,B,B2,RENT,Not Verified,21.46,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,10.41,536.24,24358.5,Current,0,0,Low,High,6-10,60,60,debt_consolidation,B,B3,MORTGAGE,Source Verified,4.31,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,15000.0,6.08,456.88,13464.86,Current,0,0,Low,High,1-2,36,36,debt_consolidation,A,A2,MORTGAGE,Not Verified,22.93,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,13.58,230.52,9643.94,Current,0,0,Medium,Low,6-10,60,60,house,C,C2,RENT,Source Verified,16.83,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,7000.0,10.42,227.26,6153.03,Current,0,0,Low,Lower-Mid,1-2,36,36,credit_card,B,B3,RENT,Not Verified,26.64,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,10.9,326.92,9285.29,Current,0,0,Low,Lower-Mid,0 or less,36,36,debt_consolidation,B,B4,RENT,Not Verified,16.17,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,2000.0,6.07,60.91,1858.16,Current,0,0,Low,Lower-Mid,0 or less,36,36,other,A,A2,RENT,Not Verified,13.18,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,15000.0,10.41,486.91,13920.33,Current,0,0,Low,High,3-5,36,36,debt_consolidation,B,B3,MORTGAGE,Verified,14.4,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,30000.0,20.0,1114.91,26824.47,Current,1,0,High,High,6-10,36,36,debt_consolidation,D,D4,OWN,Not Verified,12.16,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20800.0,6.08,633.54,18671.28,Current,0,0,Low,High,1-2,36,36,credit_card,A,A2,MORTGAGE,Source Verified,15.47,4.1,0.45346899748655,1.4175
2018-03-01,40000.0,10.42,858.18,38454.11,Current,0,0,Low,High,6-10,60,60,home_improvement,B,B3,MORTGAGE,Verified,56.82,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,7000.0,7.96,219.23,6653.26,Current,0,0,Low,Upper-Mid,0 or less,36,36,medical,A,A5,RENT,Not Verified,7.78,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,5750.0,20.39,214.84,5392.58,Current,1,0,High,Low,,36,36,debt_consolidation,D,D4,OWN,Verified,0.0,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,20000.0,16.02,703.34,18673.43,Current,0,1,Medium,Lower-Mid,,36,36,credit_card,C,C5,MORTGAGE,Not Verified,25.37,4.1,0.45346899748655,1.4175
2018-01-01,10000.0,10.42,324.65,8790.09,Current,0,0,Low,Low,0 or less,36,36,other,B,B3,MORTGAGE,Source Verified,10.52,4.0,0.5447745452775409,1.414516129032258
2018-03-01,30000.0,15.04,1040.55,27981.26,Current,0,0,Medium,High,6-10,36,36,debt_consolidation,C,C4,MORTGAGE,Source Verified,14.41,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,30000.0,19.42,785.17,29086.36,Current,1,0,High,High,3-5,60,60,debt_consolidation,D,D3,MORTGAGE,Verified,7.45,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,18000.0,7.96,563.73,17108.39,Current,0,1,Low,Low,6-10,36,36,major_purchase,A,A5,MORTGAGE,Source Verified,58.06,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,13.58,922.05,38575.85,Current,0,0,Medium,Lower-Mid,3-5,60,60,debt_consolidation,C,C2,RENT,Source Verified,3.34,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,30000.0,9.43,960.01,27810.1,Current,0,0,Low,Lower-Mid,6-10,36,36,major_purchase,B,B1,OWN,Source Verified,9.5,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,25600.0,16.01,900.15,23901.73,Current,0,0,Medium,Lower-Mid,1-2,36,36,small_business,C,C5,RENT,Source Verified,18.18,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,32000.0,9.92,1031.35,30460.02,Current,0,0,Low,High,3-5,36,36,credit_card,B,B2,RENT,Not Verified,24.24,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,10000.0,11.98,222.35,9753.74,Current,0,0,Low,Low,,60,60,debt_consolidation,B,B5,MORTGAGE,Not Verified,34.28,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,9.43,1280.01,37080.14,Current,0,0,Low,High,6-10,36,36,debt_consolidation,B,B1,MORTGAGE,Not Verified,19.44,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,12.62,225.6,9385.03,Current,0,1,Medium,Upper-Mid,1-2,60,60,debt_consolidation,C,C1,MORTGAGE,Not Verified,8.69,4.0,0.5447745452775409,1.414516129032258
2018-01-01,29150.0,11.99,968.06,25697.68,Current,0,0,Low,High,6-10,36,36,debt_consolidation,B,B5,MORTGAGE,Verified,23.92,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,6.07,304.54,9199.41,Current,0,0,Low,Upper-Mid,3-5,36,36,home_improvement,A,A2,MORTGAGE,Not Verified,20.42,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,30000.0,16.02,1055.01,27329.07,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C5,MORTGAGE,Not Verified,41.33,4.1,0.45346899748655,1.4175
2018-02-01,15000.0,12.62,338.39,14265.96,Current,0,0,Medium,Lower-Mid,3-5,60,60,credit_card,C,C1,MORTGAGE,Verified,35.99,4.1,0.45346899748655,1.4175
2018-03-01,16000.0,9.92,515.68,0.0,Fully Paid,0,0,Low,High,6-10,36,36,debt_consolidation,B,B2,MORTGAGE,Source Verified,11.76,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,4400.0,18.45,160.07,4118.46,Current,1,0,High,Lower-Mid,3-5,36,36,credit_card,D,D2,RENT,Not Verified,5.43,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,35000.0,20.39,934.9,33961.99,Current,1,1,High,High,6-10,60,60,home_improvement,D,D4,MORTGAGE,Verified,16.11,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,4900.0,21.45,185.75,4391.32,Current,1,1,High,Low,6-10,36,36,vacation,D,D5,RENT,Verified,24.75,4.0,0.5447745452775409,1.414516129032258
2018-01-01,10000.0,6.72,307.5,8728.34,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,A,A3,MORTGAGE,Source Verified,12.08,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,9.92,212.08,9740.1,Current,0,0,Low,Low,,60,60,other,B,B2,RENT,Verified,2.46,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,30000.0,5.32,903.45,26113.44,Current,0,0,Low,High,3-5,36,36,credit_card,A,A1,MORTGAGE,Not Verified,10.49,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,11.99,664.2,18114.51,Current,0,0,Low,Low,1-2,36,36,home_improvement,B,B5,RENT,Not Verified,7.93,4.1,0.45346899748655,1.4175
2018-03-01,28000.0,12.61,631.51,26977.5,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C1,MORTGAGE,Not Verified,32.04,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,19200.0,14.07,656.87,17889.5,Current,0,1,Medium,High,1-2,36,36,credit_card,C,C3,OWN,Verified,23.51,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,5.32,301.15,8965.88,Current,0,0,Low,Low,3-5,36,36,credit_card,A,A1,OWN,Source Verified,8.87,4.0,0.5447745452775409,1.414516129032258
2018-01-01,35000.0,6.08,1066.04,31418.07,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A2,MORTGAGE,Source Verified,24.32,4.0,0.5447745452775409,1.414516129032258
2018-02-01,4200.0,7.97,131.56,3781.19,Current,0,0,Low,Upper-Mid,3-5,36,36,other,A,A5,RENT,Source Verified,12.85,4.1,0.45346899748655,1.4175
2018-03-01,1000.0,18.45,36.38,936.01,Current,1,0,High,Low,1-2,36,36,major_purchase,D,D2,RENT,Source Verified,20.26,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,14500.0,6.08,441.65,12803.23,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,A,A2,MORTGAGE,Not Verified,18.5,4.1,0.45346899748655,1.4175
2018-01-01,40000.0,14.08,932.39,37630.31,Current,0,0,Medium,High,6-10,60,60,debt_consolidation,C,C3,OWN,Verified,12.15,4.0,0.5447745452775409,1.414516129032258
2018-02-01,4000.0,10.91,130.79,3617.12,Current,0,0,Low,Low,6-10,36,36,credit_card,B,B4,OWN,Not Verified,17.96,4.1,0.45346899748655,1.4175
2018-03-01,12800.0,10.9,277.67,12311.37,Current,0,0,Low,Upper-Mid,1-2,60,60,home_improvement,B,B4,OWN,Source Verified,14.88,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,40000.0,9.93,848.51,37369.27,Current,0,0,Low,High,1-2,60,60,house,B,B2,MORTGAGE,Verified,8.36,4.0,0.5447745452775409,1.414516129032258
2018-03-01,10000.0,5.31,301.11,9226.01,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,A,A1,MORTGAGE,Not Verified,19.1,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,35000.0,10.9,1144.2,8210.29,Current,0,0,Low,High,3-5,36,36,credit_card,B,B4,MORTGAGE,Source Verified,24.97,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10500.0,9.93,338.47,9221.1,Current,0,0,Low,High,6-10,36,36,other,B,B2,MORTGAGE,Source Verified,17.83,4.0,0.5447745452775409,1.414516129032258
2018-03-01,8400.0,21.85,320.15,7889.21,Current,1,1,High,Lower-Mid,6-10,36,36,debt_consolidation,D,D5,RENT,Not Verified,16.74,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,6000.0,10.91,196.18,5278.86,Current,0,0,Low,High,6-10,36,36,debt_consolidation,B,B4,MORTGAGE,Source Verified,11.3,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,11.98,664.1,18592.74,Current,0,0,Low,Low,3-5,36,36,debt_consolidation,B,B5,RENT,Source Verified,24.77,4.1,0.45346899748655,1.4175
2018-02-01,15000.0,12.62,502.67,13598.4,Current,0,0,Medium,Lower-Mid,,36,36,other,C,C1,OWN,Verified,21.18,4.1,0.45346899748655,1.4175
2018-02-01,10000.0,10.42,324.65,9036.27,Current,0,1,Low,Lower-Mid,1-2,36,36,debt_consolidation,B,B3,RENT,Source Verified,17.52,4.1,0.45346899748655,1.4175
2018-03-01,7000.0,20.39,261.54,6564.89,Current,1,1,High,Low,6-10,36,36,debt_consolidation,D,D4,MORTGAGE,Source Verified,8.49,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,17650.0,13.58,599.65,16436.64,Current,0,0,Medium,Upper-Mid,1-2,36,36,debt_consolidation,C,C2,MORTGAGE,Verified,28.98,4.1,0.45346899748655,1.4175
2018-02-01,20000.0,13.59,679.58,18156.66,Current,0,0,Medium,Low,6-10,36,36,debt_consolidation,C,C2,RENT,Verified,9.36,4.1,0.45346899748655,1.4175
2018-02-01,15050.0,19.03,551.91,13767.08,Current,1,0,High,Lower-Mid,,36,36,debt_consolidation,D,D3,MORTGAGE,Not Verified,35.56,4.1,0.45346899748655,1.4175
2018-02-01,26000.0,10.91,564.14,25007.76,Current,0,0,Low,Lower-Mid,1-2,60,60,debt_consolidation,B,B4,OWN,Verified,7.75,4.1,0.45346899748655,1.4175
2018-03-01,5000.0,7.96,156.59,4627.27,Current,0,1,Low,Low,,36,36,debt_consolidation,A,A5,RENT,Not Verified,23.15,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,25000.0,10.41,811.51,23805.57,Current,0,1,Low,Lower-Mid,0 or less,36,36,debt_consolidation,B,B3,RENT,Source Verified,15.29,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,27000.0,14.08,923.85,23892.68,Current,0,1,Medium,Low,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Verified,77.55,4.0,0.5447745452775409,1.414516129032258
2018-02-01,40000.0,9.93,848.51,0.0,Fully Paid,0,0,Low,Upper-Mid,3-5,60,60,medical,B,B2,MORTGAGE,Source Verified,19.28,4.1,0.45346899748655,1.4175
2018-01-01,30000.0,21.45,1137.2,28164.73,Late (31-120 days),1,0,High,Upper-Mid,3-5,36,36,debt_consolidation,D,D5,OWN,Source Verified,30.61,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,14.08,466.2,19057.43,Current,0,1,Medium,Low,6-10,60,60,debt_consolidation,C,C3,MORTGAGE,Source Verified,4.99,4.1,0.45346899748655,1.4175
2018-02-01,40000.0,13.59,922.25,38092.5,Current,0,0,Medium,Lower-Mid,3-5,60,60,major_purchase,C,C2,OWN,Verified,20.93,4.1,0.45346899748655,1.4175
2018-03-01,4800.0,16.01,168.78,4481.56,Current,0,1,Medium,Lower-Mid,6-10,36,36,debt_consolidation,C,C5,RENT,Source Verified,19.82,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,15.05,952.65,38630.01,Current,0,0,Medium,High,0 or less,60,60,medical,C,C4,MORTGAGE,Source Verified,10.27,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,11.98,1328.2,37185.49,Current,0,0,Low,Lower-Mid,3-5,36,36,debt_consolidation,B,B5,RENT,Verified,39.87,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,20000.0,13.59,461.13,19045.42,Current,0,1,Medium,Lower-Mid,3-5,60,60,debt_consolidation,C,C2,OWN,Source Verified,22.42,4.1,0.45346899748655,1.4175
2018-01-01,5600.0,12.62,187.67,5078.82,In Grace Period,0,0,Medium,High,3-5,36,36,other,C,C1,MORTGAGE,Source Verified,1.48,4.0,0.5447745452775409,1.414516129032258
2018-01-01,10000.0,7.97,313.23,8629.33,Current,0,1,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A5,OWN,Not Verified,16.62,4.0,0.5447745452775409,1.414516129032258
2018-03-01,26000.0,18.45,945.85,24336.38,Current,1,0,High,High,0 or less,36,36,debt_consolidation,D,D2,MORTGAGE,Source Verified,14.46,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,14000.0,13.58,475.64,0.0,Fully Paid,0,0,Medium,Upper-Mid,3-5,36,36,credit_card,C,C2,RENT,Not Verified,18.69,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,20000.0,14.08,684.33,18169.44,Current,0,0,Medium,Lower-Mid,1-2,36,36,medical,C,C3,MORTGAGE,Verified,40.86,4.0,0.5447745452775409,1.414516129032258
2018-02-01,35000.0,10.41,1136.11,32480.82,Current,0,0,Low,Upper-Mid,3-5,36,36,credit_card,B,B3,MORTGAGE,Verified,19.79,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,14.08,582.75,24121.52,Current,0,0,Medium,High,6-10,60,60,credit_card,C,C3,OWN,Verified,31.89,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,6000.0,15.04,208.11,5596.25,Current,0,0,Medium,Low,3-5,36,36,credit_card,C,C4,RENT,Source Verified,8.24,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,16000.0,18.06,406.82,15320.78,Current,1,0,High,Low,6-10,60,60,home_improvement,D,D2,MORTGAGE,Verified,43.32,4.1,0.45346899748655,1.4175
2018-03-01,25000.0,24.84,991.89,23547.17,Current,1,0,High,Low,,36,36,debt_consolidation,E,E3,RENT,Source Verified,4.21,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,8700.0,16.02,305.96,7925.39,Current,0,0,Medium,Upper-Mid,3-5,36,36,credit_card,C,C5,MORTGAGE,Verified,21.29,4.0,0.5447745452775409,1.414516129032258
2018-02-01,19200.0,12.61,643.33,17861.32,Current,0,0,Medium,Low,1-2,36,36,debt_consolidation,C,C1,RENT,Not Verified,33.27,4.1,0.45346899748655,1.4175
2018-01-01,30000.0,5.32,903.45,25503.61,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A1,MORTGAGE,Not Verified,7.72,4.0,0.5447745452775409,1.414516129032258
2018-03-01,16000.0,13.59,368.9,15430.5,Current,0,0,Medium,Low,3-5,60,60,debt_consolidation,C,C2,RENT,Source Verified,31.04,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,13500.0,9.44,283.13,12601.32,Current,0,0,Low,Low,6-10,60,60,credit_card,B,B1,OWN,Not Verified,29.28,4.0,0.5447745452775409,1.414516129032258
2018-03-01,30000.0,7.34,930.99,27743.79,Current,0,0,Low,High,6-10,36,36,credit_card,A,A4,MORTGAGE,Source Verified,17.37,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,7000.0,6.08,213.21,0.0,Fully Paid,0,0,Low,Upper-Mid,6-10,36,36,other,A,A2,RENT,Verified,6.14,4.1,0.45346899748655,1.4175
2018-03-01,10000.0,14.07,342.12,9317.45,Current,0,0,Medium,Low,0 or less,36,36,other,C,C3,RENT,Verified,10.26,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,4200.0,15.05,145.7,3820.84,Current,0,0,Medium,Lower-Mid,0 or less,36,36,debt_consolidation,C,C4,RENT,Not Verified,22.44,4.0,0.5447745452775409,1.414516129032258
2018-03-01,18000.0,19.42,663.64,17249.29,Current,1,0,High,Upper-Mid,6-10,36,36,home_improvement,D,D3,MORTGAGE,Source Verified,23.65,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,16000.0,6.72,491.99,13965.39,Current,0,0,Low,High,1-2,36,36,credit_card,A,A3,MORTGAGE,Source Verified,9.59,4.0,0.5447745452775409,1.414516129032258
2018-01-01,10000.0,15.05,346.9,8864.46,Current,0,1,Medium,Low,6-10,36,36,debt_consolidation,C,C4,RENT,Source Verified,29.27,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,24.85,585.27,19294.03,Current,1,0,High,Lower-Mid,6-10,60,60,debt_consolidation,E,E3,MORTGAGE,Not Verified,26.46,4.1,0.45346899748655,1.4175
2018-01-01,25000.0,5.32,752.87,21761.23,Current,0,0,Low,Lower-Mid,3-5,36,36,debt_consolidation,A,A1,MORTGAGE,Source Verified,17.08,4.0,0.5447745452775409,1.414516129032258
2018-01-01,7000.0,21.45,265.35,6273.36,Current,1,0,High,Lower-Mid,3-5,36,36,other,D,D5,MORTGAGE,Not Verified,33.48,4.0,0.5447745452775409,1.414516129032258
2018-02-01,16000.0,16.02,389.26,0.0,Fully Paid,0,0,Medium,Upper-Mid,6-10,60,60,debt_consolidation,C,C5,MORTGAGE,Verified,12.58,4.1,0.45346899748655,1.4175
2018-02-01,20000.0,21.45,758.14,18353.96,Current,1,0,High,Low,1-2,36,36,debt_consolidation,D,D5,RENT,Verified,32.58,4.1,0.45346899748655,1.4175
2018-02-01,15000.0,18.06,381.4,14688.62,Late (31-120 days),1,0,High,Upper-Mid,6-10,60,60,credit_card,D,D2,RENT,Source Verified,14.38,4.1,0.45346899748655,1.4175
2018-03-01,4200.0,6.07,127.91,3878.38,Current,0,0,Low,Lower-Mid,6-10,36,36,other,A,A2,OWN,Source Verified,15.96,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,9600.0,5.32,289.11,8607.22,Current,0,0,Low,Upper-Mid,3-5,36,36,house,A,A1,RENT,Source Verified,0.74,4.1,0.45346899748655,1.4175
2018-02-01,6300.0,12.62,211.13,5711.29,Current,0,0,Medium,Low,6-10,36,36,debt_consolidation,C,C1,RENT,Not Verified,28.02,4.1,0.45346899748655,1.4175
2018-01-01,40000.0,10.42,858.18,37401.02,Current,0,0,Low,Upper-Mid,3-5,60,60,credit_card,B,B3,MORTGAGE,Verified,24.23,4.0,0.5447745452775409,1.414516129032258
2018-03-01,19000.0,13.58,437.98,18551.55,Current,0,0,Medium,Lower-Mid,1-2,60,60,debt_consolidation,C,C2,RENT,Not Verified,22.77,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,20000.0,10.9,433.86,19236.53,Current,0,0,Low,Low,6-10,60,60,debt_consolidation,B,B4,MORTGAGE,Verified,29.73,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,11000.0,14.08,376.39,9993.15,Current,0,0,Medium,Upper-Mid,6-10,36,36,debt_consolidation,C,C3,MORTGAGE,Source Verified,15.73,4.1,0.45346899748655,1.4175
2018-01-01,24000.0,20.0,635.86,22780.73,Current,1,1,High,High,6-10,60,60,debt_consolidation,D,D4,MORTGAGE,Source Verified,19.31,4.0,0.5447745452775409,1.414516129032258
2018-03-01,35000.0,9.92,742.27,33629.93,Current,0,1,Low,High,1-2,60,60,debt_consolidation,B,B2,RENT,Source Verified,4.63,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,8000.0,10.91,261.57,7038.49,Current,0,0,Low,Upper-Mid,3-5,36,36,credit_card,B,B4,RENT,Source Verified,21.76,4.0,0.5447745452775409,1.414516129032258
2018-03-01,3500.0,10.9,114.42,3249.86,Current,0,1,Low,Lower-Mid,3-5,36,36,debt_consolidation,B,B4,RENT,Source Verified,8.34,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,12800.0,17.09,456.93,11677.75,Current,1,0,High,Lower-Mid,6-10,36,36,moving,D,D1,RENT,Verified,21.15,4.1,0.45346899748655,1.4175
2018-01-01,25500.0,12.62,575.26,23931.93,Current,0,0,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C1,MORTGAGE,Source Verified,18.28,4.0,0.5447745452775409,1.414516129032258
2018-02-01,8000.0,10.41,259.69,7424.16,Current,0,0,Low,Upper-Mid,6-10,36,36,credit_card,B,B3,OWN,Not Verified,10.44,4.1,0.45346899748655,1.4175
2018-03-01,8000.0,13.58,271.8,7450.01,Current,0,0,Medium,Low,1-2,36,36,debt_consolidation,C,C2,RENT,Not Verified,6.0,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,2000.0,12.61,67.02,1860.53,Current,0,0,Medium,Low,3-5,36,36,other,C,C1,RENT,Source Verified,21.86,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,6700.0,10.41,217.49,6379.88,Current,0,0,Low,Lower-Mid,6-10,36,36,debt_consolidation,B,B3,MORTGAGE,Not Verified,11.8,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,10000.0,6.72,307.5,8728.34,Current,0,0,Low,High,1-2,36,36,debt_consolidation,A,A3,RENT,Not Verified,20.73,4.0,0.5447745452775409,1.414516129032258
2018-02-01,20000.0,14.08,466.2,19060.22,Current,0,1,Medium,Lower-Mid,6-10,60,60,debt_consolidation,C,C3,RENT,Verified,21.97,4.1,0.45346899748655,1.4175
2018-02-01,10000.0,14.08,233.1,9528.72,Current,0,1,Medium,Lower-Mid,,60,60,debt_consolidation,C,C3,MORTGAGE,Verified,8.26,4.1,0.45346899748655,1.4175
2018-03-01,20000.0,13.58,679.48,17606.93,Current,0,0,Medium,Low,3-5,36,36,home_improvement,C,C2,MORTGAGE,Source Verified,5.4,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,15000.0,9.44,480.08,13160.89,Current,0,0,Low,Low,3-5,36,36,medical,B,B1,OWN,Source Verified,2.72,4.0,0.5447745452775409,1.414516129032258
2018-01-01,33725.0,6.08,1027.21,29399.71,Current,0,0,Low,Low,6-10,36,36,debt_consolidation,A,A2,OWN,Verified,13.53,4.0,0.5447745452775409,1.414516129032258
2018-01-01,8000.0,12.62,268.09,7252.48,Current,0,0,Medium,Low,6-10,36,36,credit_card,C,C1,RENT,Not Verified,20.31,4.0,0.5447745452775409,1.414516129032258
2018-03-01,6000.0,17.47,215.33,5610.44,Current,1,1,High,Lower-Mid,6-10,36,36,debt_consolidation,D,D1,MORTGAGE,Verified,21.38,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,6300.0,9.44,201.64,5684.46,Current,0,1,Low,Low,6-10,36,36,other,B,B1,RENT,Not Verified,10.4,4.1,0.45346899748655,1.4175
2018-03-01,20000.0,11.98,664.1,18592.74,Current,0,0,Low,High,0 or less,36,36,major_purchase,B,B5,RENT,Source Verified,10.31,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,16000.0,9.92,339.33,15272.22,Current,0,0,Low,Upper-Mid,6-10,60,60,credit_card,B,B2,MORTGAGE,Not Verified,9.87,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,35400.0,7.96,1108.66,32761.05,Current,0,0,Low,High,1-2,36,36,credit_card,A,A5,MORTGAGE,Source Verified,19.6,4.0,0.2261125904149038,1.5061290322580645
2018-02-01,40000.0,7.35,798.67,37764.89,Current,0,0,Low,High,6-10,60,60,credit_card,A,A4,MORTGAGE,Source Verified,20.96,4.1,0.45346899748655,1.4175
2018-01-01,40000.0,5.32,1204.6,34817.92,Current,0,0,Low,High,6-10,36,36,credit_card,A,A1,MORTGAGE,Source Verified,18.59,4.0,0.5447745452775409,1.414516129032258
2018-01-01,27575.0,17.09,686.65,26062.86,Current,1,0,High,High,0 or less,60,60,debt_consolidation,D,D1,MORTGAGE,Verified,29.18,4.0,0.5447745452775409,1.414516129032258
2018-01-01,35000.0,14.08,815.85,32925.98,Current,0,0,Medium,High,1-2,60,60,credit_card,C,C3,MORTGAGE,Verified,32.1,4.0,0.5447745452775409,1.414516129032258
2018-02-01,15000.0,6.08,456.88,13464.86,Current,0,0,Low,Upper-Mid,6-10,36,36,debt_consolidation,A,A2,RENT,Not Verified,14.57,4.1,0.45346899748655,1.4175
2018-03-01,15500.0,6.07,472.04,14313.1,Current,0,0,Low,Upper-Mid,3-5,36,36,debt_consolidation,A,A2,MORTGAGE,Source Verified,16.63,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,40000.0,9.92,848.31,38434.2,Current,0,0,Low,Upper-Mid,6-10,60,60,other,B,B2,MORTGAGE,Verified,10.96,4.0,0.2261125904149038,1.5061290322580645
2018-03-01,26575.0,6.07,809.31,25221.81,Current,0,0,Low,Upper-Mid,1-2,36,36,debt_consolidation,A,A2,MORTGAGE,Verified,41.66,4.0,0.2261125904149038,1.5061290322580645
2018-01-01,12000.0,17.09,298.82,11341.92,Current,1,0,High,Lower-Mid,6-10,60,60,debt_consolidation,D,D1,RENT,Source Verified,18.45,4.0,0.5447745452775409,1.414516129032258
2018-02-01,28000.0,26.3,843.32,27050.74,Current,1,0,High,Upper-Mid,0 or less,60,60,debt_consolidation,E,E5,MORTGAGE,Verified,19.4,4.1,0.45346899748655,1.4175
2018-02-01,30000.0,5.32,903.45,24893.36,Current,0,0,Low,High,6-10,36,36,debt_consolidation,A,A1,RENT,Source Verified,21.53,4.1,0.45346899748655,1.4175
